City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
546,tavira,37.1273,-7.6486,22.37,68,0,2.57,PT,2024-08-08 18:47:20
547,hadibu,12.65,54.0333,24.93,81,49,7.49,YE,2024-08-08 18:47:20
548,kuanda,56.3161,116.0806,21.9,56,100,1.02,RU,2024-08-08 18:47:21
549,mermoz boabab,14.7065,-17.4758,27.88,83,75,3.09,SN,2024-08-08 18:47:21
550,nelson bay,-32.7167,152.15,19.44,64,100,0.89,AU,2024-08-08 18:47:21
551,conde,-7.2597,-34.9075,22.7,100,40,1.54,BR,2024-08-08 18:47:22
552,dongsheng,39.8161,109.9776,19.69,75,100,9.49,CN,2024-08-08 18:47:22
553,larache,35.1932,-6.1557,21.52,90,0,0.85,MA,2024-08-08 18:47:22
554,cova figueira,14.8905,-24.2934,20.27,84,23,2.75,CV,2024-08-08 18:47:22
555,huarmey,-10.0681,-78.1522,17.02,84,96,4.02,PE,2024-08-08 18:47:23
556,sandnessjoen,66.0217,12.6316,12.29,89,100,3.13,NO,2024-08-08 18:47:23
557,beinamar,8.6698,15.3813,21.95,90,100,1.82,TD,2024-08-08 18:47:23
558,bardai,11.65,7.2333,21.2,92,100,4.22,NG,2024-08-08 18:47:24
559,deleni,47.4667,26.8833,20.97,62,3,0.43,RO,2024-08-08 18:47:24
560,belokurikha,51.9959,84.9896,20.53,85,97,1.73,RU,2024-08-08 18:47:24
561,lubu,23.1742,112.2809,33.34,61,9,1.59,CN,2024-08-08 18:47:24
562,narasapur,16.45,81.6667,27.41,80,100,2.95,IN,2024-08-08 18:47:25
563,mahur,25.1667,93.1167,23.25,86,86,1.05,IN,2024-08-08 18:47:25
564,jwaneng,-24.6004,24.7303,13.8,24,0,3.1,BW,2024-08-08 18:47:25
565,slave lake,55.2834,-114.769,21.99,46,0,6.17,CA,2024-08-08 18:47:25
566,tandil,-37.3217,-59.1332,3.71,89,13,4.72,AR,2024-08-08 18:47:26
567,el haouaria,37.05,11.0144,25.01,73,0,2.09,TN,2024-08-08 18:47:26
568,prainha,-1.8,-53.48,26.67,56,5,1.4,BR,2024-08-08 18:47:26
569,oak hill,37.9723,-81.1487,22.17,92,100,1.76,US,2024-08-08 18:47:26
570,guichon,-32.35,-57.2,5.39,96,100,5.48,UY,2024-08-08 18:47:27
571,hohhot,40.8106,111.6522,20.16,94,75,4.0,CN,2024-08-08 18:47:27
572,turuntayevo,52.2,107.6167,20.05,46,21,0.25,RU,2024-08-08 18:47:27
573,tutong,4.8,114.65,29.05,70,63,0.91,BN,2024-08-08 18:47:28
574,andorra,42.5,1.5,22.1,66,0,1.46,AD,2024-08-08 18:47:28
575,chilaw,7.5758,79.7953,26.01,77,87,6.73,LK,2024-08-08 18:47:28
576,ljusdal,61.8288,16.0913,11.49,96,100,1.47,SE,2024-08-08 18:47:28
577,orange,33.7,-117.7675,30.31,64,20,3.09,US,2024-08-08 18:43:47
578,ascencion de guarayos,-15.8963,-63.1881,14.25,58,64,4.27,BO,2024-08-08 18:47:29
579,singrauli,24.1997,82.6753,24.45,92,100,2.91,IN,2024-08-08 18:47:29
580,pathein,16.7833,94.7333,28.21,79,82,2.21,MM,2024-08-08 18:47:29
581,vernal,40.4555,-109.5287,30.84,24,0,0.0,US,2024-08-08 18:46:12
582,badarwas,24.9667,77.5667,24.84,89,100,3.23,IN,2024-08-08 18:47:30
583,al bardiyah,31.7561,25.0865,25.74,73,0,3.73,LY,2024-08-08 18:47:30
